,Make,Model,Variant,Ex-Showroom_Price(in lakhs),Displacement(in cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity (in litres),Fuel_Type,Height (in mm),Length(in mm),Width(in mm),Body_Type,Doors,City_Mileage (in km/litre),Highway_Mileage (in km/litre),ARAI_Certified_Mileage (in km/litre),Kerb_Weight (in kg),Gears,Ground_Clearance(in mm),Seating_Capacity,Wheelbase (in mm),Boot_Space (in litres)
666,Mahindra,Xuv500,W7 At,15.39,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
667,Mahindra,Xuv500,W9,15.89,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
668,Mahindra,Xuv500,W9 At,17.1,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
669,Mahindra,Xuv500,W11,17.16,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
670,Mahindra,Xuv500,W11 At,18.38,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
671,Mahindra,Xuv500,W11 (O),17.41,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
672,Mahindra,Xuv500,W11 (O) At,18.63,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
673,Mahindra,Xuv500,G At,16.1,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Petrol,1785,4585,1890,SUV,5,,,13.85,1785,6,200,7,2700,96
674,Mahindra,Xuv500,W7,14.18,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70,Diesel,1785,4585,1890,SUV,5,16,15.1,15.1,1785,6,200,7,2700,
675,Mahindra,Xuv500,W7 At,15.39,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
676,Mahindra,Xuv500,W9,15.89,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
677,Mahindra,Xuv500,W9 At,17.1,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
678,Mahindra,Xuv500,W11,17.16,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
679,Mahindra,Xuv500,W11 At,18.38,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
680,Mahindra,Xuv500,W11 (O),17.41,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
681,Mahindra,Xuv500,W11 (O) At,18.63,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
682,Mahindra,Xuv500,W11 (O) Awd,18.52,2179,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
683,Mahindra,Xuv500,W11 (O) Awd At,19.74,2179,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
684,Mahindra,Xuv500,W3,12.31,2179,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,,16,1785,6,200,7,2700,96
685,Mahindra,E Verito,D4,12.93,72,,,FWD (Front Wheel Drive),,,,,,Electric,1540,4247,1740,Sedan,4,110,,,,,,5,2630,510
686,Mahindra,E Verito,D2,12.67,72,,,FWD (Front Wheel Drive),,,,,,Electric,1540,4247,1740,Sedan,4,110,,,,,,5,2630,510
687,Mahindra,E Verito,D6,13.03,72,,,FWD (Front Wheel Drive),,,,,,Electric,1540,4247,1740,Sedan,4,110,,,,,,5,2630,510
688,Tata,Hexa,Xm Plus 4X2,16.39,2179,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,17.6,17.6,2280,6,200,7,2850,128
689,Tata,Hexa,Xt 4X4,19.29,2179,,,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,17.6,17.6,2280,6,200,6,2850,128
690,Tata,Hexa,Xta 4X2,19.13,2179,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,17.6,17.6,2280,6,200,6,2850,128
691,Tata,Hexa,Xt 4X2,17.96,2179,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1791,4788,1903,SUV,5,14,17.6,17.6,2280,6,200,6,2850,128
692,Tata,Hexa,Xe 4X2,13.72,2179,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,17.6,17.6,2280,5,200,7,2850,128
693,Tata,Hexa,Xm 4X2,15.31,2179,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,17.6,17.6,2280,6,200,7,2850,128
694,Tata,Hexa,Xma 4X2,16.56,2179,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1791,4788,1903,SUV,5,14,17.6,17.6,2280,6,200,7,2850,128
695,Toyota,Innova Crysta,2.4 Gx 7 Str,16.05,2393,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,,15.4,1805,5,167,7,2750,
696,Toyota,Innova Crysta,2.4 Vx 7 Str,19.27,2393,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,,15,1815,5,167,7,2750,
697,Toyota,Innova Crysta,2.4 Gx 8 Str,16.1,2393,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,,15.4,1825,5,167,8,2750,
698,Toyota,Innova Crysta,2.4 Vx 8 Str,19.32,2393,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,,15.4,1820,5,167,8,2750,
699,Toyota,Innova Crysta,2.4 Zx 7 Str,21.13,2393,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,,15.1,1870,5,167,7,2750,
700,Toyota,Innova Crysta,2.7 Gx At 8 Str,16.2,2694,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2,,10.83,1825,6,167,8,2750,
701,Toyota,Innova Crysta,2.7 Gx At 7 Str,16.15,2694,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2,,10.83,1825,6,167,7,2750,
702,Toyota,Innova Crysta,2.7 Zx At 7 Str,21.03,2393,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2,,10.75,1870,6,167,7,2750,
703,Toyota,Innova Crysta,2.7 Vx 7 Str,18.07,2393,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2,,11.25,1815,5,167,7,2750,
704,Toyota,Innova Crysta,2.7 Gx Mt 7 Str,14.93,2755,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2,,11.25,1825,6,167,7,2750,
705,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,14.98,2755,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2,,11.25,1825,6,167,8,2750,
706,Toyota,Innova Crysta,Touring Sport 2.4 Vx 7 Str,20.97,2393,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,,15,1828,5,167,7,2750,
707,Toyota,Innova Crysta,Touring Sport 2.7 Vx 7 Str,18.92,2393,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2,,11.25,1815,5,167,7,2750,
708,Toyota,Innova Crysta,Touring Sport 2.7 Zx At 7 Str,21.71,2694,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2,,10.75,1870,6,167,7,2750,
709,Toyota,Innova Crysta,2.4 G Plus 7 Str,15.92,2393,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,,15.4,1805,5,167,7,2750,
710,Toyota,Innova Crysta,2.4 G Plus 8 Str,15.87,2393,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,,15.1,1825,5,167,8,2750,
711,Jeep,Compass,1.4 Limited At,19.96,1368,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Petrol,1640,4395,1818,SUV,5,,,16.3,1562,,,5,2636,
712,Jeep,Compass,1.4 Sport,15.6,1368,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Petrol,1640,4395,1818,SUV,5,,,16.3,1537,,,5,2636,
713,Jeep,Compass,1.4 Limited (O) At,20.55,1368,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Petrol,1640,4395,1818,SUV,5,,,14.1,1562,,,5,2636,
714,Jeep,Compass,2.0 Sport,16.61,1956,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Diesel,1640,4395,1818,SUV,5,,,17.1,1537,,,5,2636,
715,Jeep,Compass,2.0 Longitude,18.03,1956,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Diesel,1640,4395,1818,SUV,5,,,17.1,1551,,,5,2636,
716,Jeep,Compass,2.0 Longitude (O),18.88,1956,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Diesel,1640,4395,1818,SUV,5,,,17.1,1551,6,,5,2636,
717,Jeep,Compass,2.0 Limited,19.73,1956,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Diesel,1640,4395,1818,SUV,5,,,17.1,1562,,,5,2636,
718,Jeep,Compass,2.0 Limited (O),20.22,1956,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Diesel,1640,4395,1818,SUV,5,,,17.1,1562,,,5,2636,
719,Jeep,Compass,2.0 Limited 4X4,21.51,1956,6,4,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Diesel,1640,4395,1818,SUV,5,,,16.3,1641,,,5,2636,
720,Jeep,Compass,2.0 Limited (O) 4X4,21.99,1956,6,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,60,Diesel,1640,4395,1818,SUV,5,,,16.3,1641,,,5,2636,
721,Jeep,Compass,1.4 Limited Plus At Petrol,21.67,1368,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Petrol,1640,4395,1818,SUV,5,,,16.3,1562,7,,5,2636,
722,Jeep,Compass,2.0 Limited Plus 4X2 Diesel,21.33,1956,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Diesel,1640,4395,1818,SUV,5,,,17.1,1562,6,,5,2636,
723,Jeep,Compass,2.0 Limited Plus 4X4 Diesel,23.11,1956,6,4,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Diesel,1640,4395,1818,SUV,5,,,16.3,1641,6,,5,2636,
724,Jeep,Compass,2.0 Sport Plus,16.99,1956,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Diesel,1640,4395,1818,SUV,5,,,17.1,1537,,,5,2636,
725,Jeep,Compass,1.4 Sport Plus,15.99,1368,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Petrol,1640,4395,1818,SUV,5,,,16.3,1537,,,5,2636,
726,Jeep,Compass,1.4 Longitude (O) At,19,1368,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Petrol,1640,4395,1818,SUV,5,,,14.1,1562,,,5,2636,
727,Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,20.7,1368,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Petrol,1640,4395,1818,SUV,5,,,16.3,1562,7,,5,2636,
728,Jeep,Compass,2.0 Limited (O) Black Pack,20.36,1956,6,4,FWD (Front Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Diesel,1640,4395,1818,SUV,5,,,17.1,1562,,,5,2636,
729,Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,22.14,1956,6,4,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Diesel,1640,4395,1818,SUV,5,,,16.3,1641,,,5,2636,
730,Jeep,Compass,2.0 Limited Plus 4X4 At,24.99,1956,6,4,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Diesel,1640,4395,1818,SUV,5,,,17.1,1562,9,,5,2636,
731,Jeep,Compass,2.0 Longitude 4X4 At,21.96,1956,6,4,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,60,Diesel,1640,4395,1818,SUV,5,,,17.1,1551,9,,5,2636,
732,Toyota,Corolla Altis,G Petrol,16.45,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1475,4620,1775,Sedan,4,9.5,,16.7,1220,6,175,5,2700,470
733,Toyota,Corolla Altis,G At Petrol,18.06,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1475,4620,1775,Sedan,4,9.5,,16.7,1260,7,175,5,2700,470
734,Toyota,Corolla Altis,Gl Petrol,18.82,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1475,4620,1775,Sedan,4,9.5,,16.7,1280,6,175,5,2700,470
735,Toyota,Corolla Altis,Gl Diesel,19.36,1364,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1475,4620,1775,Sedan,4,18.2,21,21,1270,6,175,5,2700,470
736,Toyota,Corolla Altis,G Diesel,17.71,1364,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1475,4620,1775,Sedan,4,18.4,21,21,1230,6,175,5,2700,470
737,Toyota,Corolla Altis,Vl At Petrol,20.19,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1475,4620,1775,Sedan,4,9.5,,16.7,1310,6,175,5,2700,470
738,Honda,Civic,1.8 V Cvt,17.94,1799,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,47,Petrol,1433,4656,1799,Sedan,4,,,16.5,1268,7,,5,2700,430
739,Honda,Civic,1.8 Vx Cvt,19.45,1799,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,47,Petrol,1433,4656,1799,Sedan,4,,,16.5,1275,7,,5,2700,430
740,Honda,Civic,1.8 Zx Cvt,21.25,1799,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,47,Petrol,1433,4656,1799,Sedan,4,,,16.8,1300,7,,5,2700,430
741,Honda,Civic,1.6 Vx Mt,20.55,1597,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,47,Diesel,1433,4656,1799,Sedan,4,,,26.8,1325,6,,5,2700,430
742,Honda,Civic,1.6 Zx Mt,22.35,1597,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,47,Diesel,1433,4656,1799,Sedan,4,,,26.8,1353,6,,5,2700,430
743,Mg,Zs Ev,Excite,20.88,,,,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,,Electric,1644,4314,1809,SUV,5,,,,,,,5,2585,448
744,Mg,Zs Ev,Exclusive,23.58,,,,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,,Electric,1644,4314,1809,SUV,5,,,,,,,5,2585,448
745,Kia,Carnival,Premium 7 Str,24.95,2199,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,,Diesel,1755,5115,1985,MUV,5,,,,,8,,7,3060,540
746,Kia,Carnival,Premium 8 Str,25.15,2199,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,,Diesel,1755,5115,1985,MUV,5,,,,,8,,7,3060,540
747,Kia,Carnival,Prestige 7 Str,28.95,2199,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,,Diesel,1755,5115,1985,MUV,5,,,,,8,,7,3060,540
748,Kia,Carnival,Prestige 9 (6+3) Str,29.95,2199,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,,Diesel,1755,5115,1985,MUV,5,,,,,8,,7,3060,540
749,Kia,Carnival,Limousine 7 Str,33.95,2199,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,,Diesel,1755,5115,1985,MUV,5,,,,,8,,7,3060,540
750,Skoda,Superb,Style 1.8 Tsi Mt,26,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Petrol,1483,4861,1864,Sedan,4,10.6,14.12,14.12,1449,6,164,5,2841,625
751,Skoda,Superb,Style 1.8 Tsi At,27.8,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Petrol,1483,4861,1864,Sedan,4,10.1,14.67,14.67,1540,7,164,5,2841,625
752,Skoda,Superb,L & K 1.8 Tsi At,31,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Petrol,1483,4861,1864,Sedan,4,11.3,13.7,13.7,1540,7,164,5,2841,625
753,Skoda,Superb,L & K 2.0 Tdi At,33.5,1968,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Diesel,1483,4861,1864,Sedan,4,15.1,18.19,18.19,1565,6,149,5,2841,625
754,Skoda,Superb,Style 2.0 Tdi At,30.3,1968,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Diesel,1483,4861,1864,Sedan,4,15.1,18.19,18.19,1565,6,149,5,2841,625
755,Skoda,Superb,Corporate Edition 1.8 Tsi At,26,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Petrol,1483,4861,1864,Sedan,4,10.1,14.67,14.67,1540,7,164,5,2841,625
756,Skoda,Superb,Corporate Edition 2.0 Tdi At,28.5,1968,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Diesel,1483,4861,1864,Sedan,4,15.1,18.19,18.19,1565,6,149,5,2841,625
757,Volvo,V40,Kinetic,27.69,1984,5,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1420,4369,2041,Hatchback,5,16.8,,16.81,1500,6,133,5,2647,324
758,Volvo,V40,R Design,31.91,1984,5,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1420,4369,2041,Hatchback,5,16.8,,16.81,1500,6,133,5,2647,324
759,Toyota,Fortuner,2.8 4X2 At,32.05,2755,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1835,4795,1855,SUV,5,12.55,12.9,12.9,1970,5,220,7,2745,296
760,Toyota,Fortuner,2.8 4X2 Mt,30.19,2755,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1835,4795,1855,SUV,5,12.55,14.24,14.24,1970,5,220,7,2745,296
761,Toyota,Fortuner,2.8 4X4 Mt,32.16,2755,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1835,4795,1855,SUV,5,12.55,14.24,14.24,,5,,7,2745,
762,Toyota,Fortuner,2.8 4X4 At,33.95,2755,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1835,4795,1855,SUV,5,12.55,12.9,12.9,,5,,7,2745,
763,Toyota,Fortuner,2.7 4X2 At,29.77,2694,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Petrol,1835,4795,1855,SUV,5,7.8,10.26,10.26,,5,,7,2745,
764,Toyota,Fortuner,2.7 4X2 Mt,28.18,2694,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Petrol,1835,4795,1855,SUV,5,7.8,10.01,10.01,,5,,7,2745,
765,Toyota,Fortuner,Trd Celebratory Edition,34.2,2755,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1835,4795,1855,SUV,5,12.55,12.9,12.9,1970,6,220,7,2745,296
766,Ford,Endeavour,3.2L 4X4 At Titanium Plus,34.7,3198,5,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1837,4903,1869,SUV,5,7.7,10.91,10.91,2394,6,225,7,2850,430
767,Ford,Endeavour,2.2L 4X2 At Titanium Plus,32.33,2198,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1837,4903,1869,SUV,5,9.3,12.62,12.62,2238,6,225,7,2850,430
768,Ford,Endeavour,2.2L 4X2 Mt Titanium,29.2,2198,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1837,4903,1869,SUV,5,9.3,12.62,12.62,2238,6,225,7,2850,430
769,Mini,Cooper 3 Door,Cooper D,29.9,1496,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,44,Diesel,1414,3821,1727,Hatchback,3,,,21.15,1245,6,,4,,211
770,Mini,Cooper 3 Door,Cooper S,34.2,1998,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,44,Petrol,1414,3850,1727,Hatchback,3,,,15.75,1250,6,,5,,211
771,Skoda,Kodiaq Scout,2.0 Tdi At,33.99,1968,4,4,AWD (All Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,63,Diesel,1665,4697,1882,SUV,5,,,16.25,1799,7,188,7,2791,270
772,Bmw,X1,Sdrive20D Expedition,35.2,1995,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,51,Diesel,1612,4439,2060,"Crossover, SUV",5,18,20.68,20.68,,8,165,5,2670,420
773,Bmw,X1,Sdrive20D Xline,39.3,1995,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,51,Diesel,1612,4439,2058,"SUV, Crossover",5,18,20.68,20.68,,8,165,5,2670,420
774,Bmw,X1,Xdrive20D M Sport,45.7,1995,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,51,Diesel,1612,4439,2058,"SUV, Crossover",5,18,20.68,20.68,,8,165,5,2670,420
775,Bmw,X1,Sdrive20D M Sport,42.4,1995,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,61,Diesel,1545,4477,2058,SUV,5,,,17.05,1670,8,179,5,2760,419
776,Bmw,X1,Sdrive20I Xline,38.3,1998,4,4,AWD (All Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,51,Petrol,1612,4439,1821,"Crossover, SUV",5,15.71,,16.3,,7,165,5,2670,420
777,Volvo,S60,Polestar,56.02,1969,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,67,Petrol,1484,4635,2097,Sedan,4,13.2,18.5,,1661,8,136,5,2776,380
778,Volvo,S60,Momentum,38.51,1984,5,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,67.5,Diesel,1484,4635,1865,Sedan,4,,,21.7,1665,8,136,5,2776,380
779,Bmw,3-Series,320D Sport,41.4,1995,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,40,Diesel,1429,4633,1811,Sedan,5,,,19.62,1590,8,157,5,2810,480
780,Bmw,3-Series,320D Luxury Line,46.9,1995,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,40,Diesel,1429,4633,1811,Sedan,5,,,19.62,1590,8,157,5,2810,480
781,Bmw,3-Series,330I M Sport,47.9,1998,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,59,Petrol,1429,4633,1811,Sedan,5,,,16.13,1595,8,157,5,2810,480
782,Volvo,S60 Cross Country,D4,44.27,2400,5,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,67,Diesel,1539,4637,2097,"Sedan, Crossover",4,15.6,19.6,19.6,1776,6,201,4,2774,380
783,Audi,Q5,35 Tdi Premium Plus,50.21,1968,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,64,Diesel,1608,4388,1831,SUV,5,12,,16.9,1585,7,170,5,2603,460
784,Audi,Q5,35 Tdi Technology,56.21,1968,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,64,Diesel,1608,4388,1831,SUV,5,12,,15.73,1585,7,170,5,2603,460
785,Audi,Q5,45 Tfsi Premium Plus,50.21,1984,6,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70,Petrol,1659,4663,1898,SUV,5,,,12.44,1955,7,200,5,2807,550
786,Audi,Q5,45 Tfsi Technology,56.21,1984,6,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70,Petrol,1659,4663,1898,SUV,5,,,12.44,1955,7,200,5,2807,550
787,Land Rover Rover,Range Evoque,S,54.94,1999,4,4,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,,Diesel,1649,4371,1996,SUV,5,,,15.6,1915,9,210,5,2681,
